ID,Date,Time,Symbol,Category,LTP,Change_Pct,Prev_High,Prev_Low
493,2026-07-27,09:58,GESHIP,LOSER,1399.4,-2.68,1449,1419.3
494,2026-07-27,09:58,PWL,LOSER,126.42,-1.27,132.6,124.81
495,2026-07-27,09:58,CAPLIPOINT,GAINER,2606.7,5.66,2515.1,2451.4
496,2026-07-27,09:58,MANYAVAR,LOSER,401.7,-0.15,406.9,396
497,2026-07-27,09:58,AEGISLOG,LOSER,1322,-2.05,1360,1298.4
498,2026-07-27,09:58,ROSSARI,GAINER,513,4.74,497.75,487
499,2026-07-27,09:58,CONCOR,GAINER,504.25,5.59,484.2,474.4
500,2026-07-27,10:01,CARTRADE,GAINER,2857,7.55,2741.6,2635.6
501,2026-07-27,10:01,ACUTAAS,GAINER,3431.4,5.27,3457.1,3209
502,2026-07-27,10:01,DALBHARAT,GAINER,1807,-0.21,1872.1,1780.8
503,2026-07-27,10:01,CAPLIPOINT,GAINER,2613.7,5.94,2515.1,2451.4
504,2026-07-27,10:01,TBOTEK,GAINER,1509.2,5.61,1444.3,1400.1
505,2026-07-27,10:01,ACI,GAINER,579.1,4.37,558,545.6
506,2026-07-27,10:01,ZENTEC,GAINER,1677.6,-5.15,1792,1746
507,2026-07-27,10:01,KFINTECH,GAINER,906.25,5.65,872.2,855.6
508,2026-07-27,10:01,ROSSARI,GAINER,511,4.33,497.75,487
509,2026-07-27,10:01,POLYMED,LOSER,1687.2,1.39,1676,1611.1
510,2026-07-27,10:01,MRPL,LOSER,166.14,-2.13,177.48,168.61
511,2026-07-27,10:01,CONCOR,GAINER,503,5.33,484.2,474.4
512,2026-07-27,10:01,GALLANTT,GAINER,547.25,5,549.9,513.1
513,2026-07-27,10:01,PPLPHARMA,GAINER,188,3.71,182.32,178.24
514,2026-07-27,10:01,PVRINOX,GAINER,1113.6,4.67,1070,1008.2
515,2026-07-27,10:01,RKFORGE,GAINER,618.95,6.59,588.9,569.6
516,2026-07-27,10:01,CHENNPETRO,LOSER,1178.2,-3.01,1281.9,1209
517,2026-07-27,10:01,VMART,LOSER,695.5,-4.02,792.3,715
518,2026-07-27,10:01,WABAG,LOSER,1981,-2.95,2067.2,2011
519,2026-07-27,10:01,ROUTE,LOSER,546.1,-3.95,609.9,562
520,2026-07-27,10:01,BIRLACORPN,LOSER,922.5,-3.56,979,939
521,2026-07-27,10:01,BANKINDIA,LOSER,140.61,-1.41,143.2,139.82
522,2026-07-27,10:01,INOXINDIA,LOSER,1982.8,-1.06,2015,1968.1
523,2026-07-27,10:01,THERMAX,LOSER,4426,-1.95,4573,4465.5
524,2026-07-27,10:01,DBL,GAINER,434,3.27,433.75,381.55
525,2026-07-27,10:01,MANYAVAR,LOSER,401.75,-0.14,406.9,396
526,2026-07-27,10:01,CENTURYPLY,LOSER,786.9,-0.67,800,761.95
527,2026-07-27,10:01,MTARTECH,LOSER,5585,-3.79,5887,5700
528,2026-07-27,10:01,ECLERX,LOSER,1812.6,-2.63,1898.6,1811
529,2026-07-27,10:01,PWL,LOSER,126.54,-1.18,132.6,124.81
530,2026-07-27,10:04,DALBHARAT,GAINER,1806.6,-0.23,1872.1,1780.8
531,2026-07-27,10:04,KFINTECH,GAINER,908.55,5.92,872.2,855.6
532,2026-07-27,10:04,DBL,GAINER,434,3.27,433.75,381.55
533,2026-07-27,10:04,GALLANTT,GAINER,547.25,5,549.9,513.1
534,2026-07-27,10:04,RKFORGE,GAINER,617.75,6.38,588.9,569.6
535,2026-07-27,10:04,CAPLIPOINT,GAINER,2606,5.63,2515.1,2451.4
536,2026-07-27,10:04,CARTRADE,GAINER,2843,7.02,2741.6,2635.6
537,2026-07-27,10:04,ACI,GAINER,577.5,4.08,558,545.6
538,2026-07-27,10:04,ZENTEC,GAINER,1673.5,-5.38,1792,1746
539,2026-07-27,10:04,LALPATHLAB,GAINER,1867.4,6.15,1791.4,1650.9
540,2026-07-27,10:04,POLYMED,LOSER,1688,1.44,1676,1611.1
541,2026-07-27,10:04,MRPL,LOSER,165.75,-2.36,177.48,168.61
542,2026-07-27,10:04,ROUTE,LOSER,546.1,-3.95,609.9,562
543,2026-07-27,10:04,VMART,LOSER,694.85,-4.11,792.3,715
544,2026-07-27,10:04,CHENNPETRO,LOSER,1177.5,-3.07,1281.9,1209
545,2026-07-27,10:04,BIRLACORPN,LOSER,920,-3.83,979,939
546,2026-07-27,10:04,WABAG,LOSER,1978.5,-3.07,2067.2,2011
547,2026-07-27,10:04,CONCOR,GAINER,499.6,4.62,484.2,474.4
548,2026-07-27,10:04,ROSSARI,GAINER,511.15,4.36,497.75,487
549,2026-07-27,10:04,THERMAX,LOSER,4420.5,-2.07,4573,4465.5
550,2026-07-27,10:04,BANKINDIA,LOSER,140.54,-1.46,143.2,139.82
551,2026-07-27,10:04,MANYAVAR,LOSER,401.05,-0.31,406.9,396
552,2026-07-27,10:04,INOXINDIA,LOSER,1981,-1.15,2015,1968.1
553,2026-07-27,10:04,PWL,LOSER,126.22,-1.43,132.6,124.81
554,2026-07-27,10:04,MTARTECH,LOSER,5585,-3.79,5887,5700
555,2026-07-27,10:04,TBOTEK,GAINER,1507.7,5.51,1444.3,1400.1
556,2026-07-27,10:04,ECLERX,LOSER,1809,-2.82,1898.6,1811
557,2026-07-27,10:04,CENTURYPLY,LOSER,786.65,-0.7,800,761.95
558,2026-07-27,10:04,ACUTAAS,GAINER,3443,5.63,3457.1,3209
559,2026-07-27,10:07,ACUTAAS,GAINER,3440,5.54,3457.1,3209
560,2026-07-27,10:07,KFINTECH,GAINER,907.05,5.75,872.2,855.6
561,2026-07-27,10:07,CONCOR,GAINER,499.35,4.56,484.2,474.4
562,2026-07-27,10:07,CARTRADE,GAINER,2846.6,7.16,2741.6,2635.6
563,2026-07-27,10:07,JUBLINGREA,GAINER,751.4,3.56,745.05,723
564,2026-07-27,10:07,ZENTEC,GAINER,1670.1,-5.57,1792,1746
565,2026-07-27,10:07,RKFORGE,GAINER,621.6,7.04,588.9,569.6
566,2026-07-27,10:07,POLYMED,LOSER,1688.7,1.48,1676,1611.1
567,2026-07-27,10:07,TBOTEK,GAINER,1509.7,5.65,1444.3,1400.1
568,2026-07-27,10:07,KANSAINER,GAINER,203.54,5.36,194.27,191.07
569,2026-07-27,10:07,DBL,GAINER,432.75,2.97,433.75,381.55
570,2026-07-27,10:07,MRPL,LOSER,165.8,-2.33,177.48,168.61
571,2026-07-27,10:07,DALBHARAT,GAINER,1805.1,-0.31,1872.1,1780.8
572,2026-07-27,10:07,ACI,GAINER,579.6,4.46,558,545.6
573,2026-07-27,10:07,CHENNPETRO,LOSER,1176.8,-3.13,1281.9,1209
574,2026-07-27,10:07,WABAG,LOSER,1974.5,-3.27,2067.2,2011
575,2026-07-27,10:07,ECLERX,LOSER,1798.2,-3.4,1898.6,1811
576,2026-07-27,10:07,ROUTE,LOSER,546.35,-3.9,609.9,562
577,2026-07-27,10:07,CAPLIPOINT,GAINER,2604.4,5.57,2515.1,2451.4
578,2026-07-27,10:07,BIRLACORPN,LOSER,920.8,-3.74,979,939
579,2026-07-27,10:07,VMART,LOSER,694.8,-4.12,792.3,715
580,2026-07-27,10:07,MANYAVAR,LOSER,400.2,-0.52,406.9,396
581,2026-07-27,10:07,GALLANTT,GAINER,547.25,5,549.9,513.1
582,2026-07-27,10:07,INOXINDIA,LOSER,1981,-1.15,2015,1968.1
583,2026-07-27,10:07,THERMAX,LOSER,4418,-2.13,4573,4465.5
584,2026-07-27,10:07,BANKINDIA,LOSER,140.56,-1.44,143.2,139.82
585,2026-07-27,10:07,CENTURYPLY,LOSER,785.25,-0.88,800,761.95
586,2026-07-27,10:07,MTARTECH,LOSER,5580,-3.88,5887,5700
587,2026-07-27,10:07,HFCL,LOSER,194.43,-1.23,204.78,196.66
588,2026-07-27,10:10,RKFORGE,GAINER,623.1,7.3,588.9,569.6
589,2026-07-27,10:10,DBL,GAINER,432.05,2.81,433.75,381.55
590,2026-07-27,10:10,CARTRADE,GAINER,2835.1,6.73,2741.6,2635.6
591,2026-07-27,10:10,PVRINOX,GAINER,1112.35,4.55,1070,1008.2
592,2026-07-27,10:10,KANSAINER,GAINER,203.76,5.47,194.27,191.07
593,2026-07-27,10:10,ACI,GAINER,576.9,3.97,558,545.6
594,2026-07-27,10:10,CONCOR,GAINER,498.8,4.45,484.2,474.4
595,2026-07-27,10:10,TBOTEK,GAINER,1510.2,5.68,1444.3,1400.1
596,2026-07-27,10:10,POLYMED,LOSER,1688.8,1.49,1676,1611.1
597,2026-07-27,10:10,ZENTEC,GAINER,1671.2,-5.51,1792,1746
598,2026-07-27,10:10,MRPL,LOSER,165.55,-2.47,177.48,168.61
599,2026-07-27,10:10,KFINTECH,GAINER,907.3,5.78,872.2,855.6
600,2026-07-27,10:10,WABAG,LOSER,1969,-3.54,2067.2,2011
601,2026-07-27,10:10,CAPLIPOINT,GAINER,2603,5.51,2515.1,2451.4
602,2026-07-27,10:10,ROUTE,LOSER,546.8,-3.83,609.9,562
603,2026-07-27,10:10,CHENNPETRO,LOSER,1174.9,-3.28,1281.9,1209
604,2026-07-27,10:10,VMART,LOSER,695.3,-4.05,792.3,715
605,2026-07-27,10:10,DALBHARAT,GAINER,1805.6,-0.29,1872.1,1780.8
606,2026-07-27,10:10,ACUTAAS,GAINER,3446,5.72,3457.1,3209
607,2026-07-27,10:10,ECLERX,LOSER,1798.6,-3.38,1898.6,1811
608,2026-07-27,10:10,MANYAVAR,LOSER,399.55,-0.68,406.9,396
609,2026-07-27,10:10,BIRLACORPN,LOSER,921.6,-3.66,979,939
610,2026-07-27,10:10,BANKINDIA,LOSER,140.35,-1.59,143.2,139.82
611,2026-07-27,10:10,THERMAX,LOSER,4415.5,-2.18,4573,4465.5
612,2026-07-27,10:10,PWL,LOSER,126.2,-1.44,132.6,124.81
613,2026-07-27,10:10,INOXINDIA,LOSER,1981,-1.15,2015,1968.1
614,2026-07-27,10:10,GALLANTT,GAINER,547.25,5,549.9,513.1
615,2026-07-27,10:10,MTARTECH,LOSER,5589,-3.72,5887,5700
616,2026-07-27,10:10,CENTURYPLY,LOSER,786.15,-0.76,800,761.95
617,2026-07-27,10:14,DBL,GAINER,433,3.03,433.75,381.55
618,2026-07-27,10:14,RKFORGE,GAINER,621,6.94,588.9,569.6
619,2026-07-27,10:14,PVRINOX,GAINER,1115.6,4.85,1070,1008.2
620,2026-07-27,10:14,ACI,GAINER,578.85,4.33,558,545.6
621,2026-07-27,10:14,TBOTEK,GAINER,1509,5.6,1444.3,1400.1
622,2026-07-27,10:14,CONCOR,GAINER,503.8,5.5,484.2,474.4
623,2026-07-27,10:14,CARTRADE,GAINER,2834,6.69,2741.6,2635.6
624,2026-07-27,10:14,ANANTRAJ,GAINER,609.1,3.84,591.65,576
625,2026-07-27,10:14,ACUTAAS,GAINER,3446.5,5.74,3457.1,3209
626,2026-07-27,10:14,ZENTEC,GAINER,1676,-5.24,1792,1746
627,2026-07-27,10:14,POLYMED,LOSER,1685,1.26,1676,1611.1
628,2026-07-27,10:14,MRPL,LOSER,164.85,-2.89,177.48,168.61
629,2026-07-27,10:14,CHENNPETRO,LOSER,1172.8,-3.46,1281.9,1209
630,2026-07-27,10:14,WABAG,LOSER,1964.9,-3.74,2067.2,2011
631,2026-07-27,10:14,ECLERX,LOSER,1788.5,-3.92,1898.6,1811
632,2026-07-27,10:14,ROUTE,LOSER,547,-3.79,609.9,562
633,2026-07-27,10:14,BIRLACORPN,LOSER,919.85,-3.84,979,939
634,2026-07-27,10:14,VMART,LOSER,698.95,-3.55,792.3,715
635,2026-07-27,10:14,MANYAVAR,LOSER,399.1,-0.8,406.9,396
636,2026-07-27,10:14,GALLANTT,GAINER,547.25,5,549.9,513.1
637,2026-07-27,10:14,CAPLIPOINT,GAINER,2614.5,5.97,2515.1,2451.4
638,2026-07-27,10:14,BANKINDIA,LOSER,140.35,-1.59,143.2,139.82
639,2026-07-27,10:14,GRINDWELL,LOSER,1954.8,-2.82,2043.4,1984.8
640,2026-07-27,10:14,HUHTAMAKI,LOSER,310.21,-2.66,320.78,288.06
641,2026-07-27,10:14,DALBHARAT,GAINER,1805,-0.32,1872.1,1780.8
642,2026-07-27,10:14,KFINTECH,GAINER,909.95,6.09,872.2,855.6
643,2026-07-27,10:14,HFCL,LOSER,194.11,-1.39,204.78,196.66
644,2026-07-27,10:14,MTARTECH,LOSER,5571,-4.03,5887,5700
645,2026-07-27,10:14,THERMAX,LOSER,4418,-2.13,4573,4465.5
646,2026-07-27,10:17,KFINTECH,GAINER,910,6.09,872.2,855.6
647,2026-07-27,10:17,CONCOR,GAINER,504.35,5.61,484.2,474.4
648,2026-07-27,10:17,TBOTEK,GAINER,1510.9,5.73,1444.3,1400.1
649,2026-07-27,10:17,RKFORGE,GAINER,622.25,7.16,588.9,569.6
650,2026-07-27,10:17,GALLANTT,GAINER,547.25,5,549.9,513.1
651,2026-07-27,10:17,ZENTEC,GAINER,1672.3,-5.45,1792,1746
652,2026-07-27,10:17,ACI,GAINER,578.8,4.32,558,545.6
653,2026-07-27,10:17,CAPLIPOINT,GAINER,2610.1,5.8,2515.1,2451.4
654,2026-07-27,10:17,MRPL,LOSER,165.69,-2.39,177.48,168.61
655,2026-07-27,10:17,PVRINOX,GAINER,1112,4.52,1070,1008.2
656,2026-07-27,10:17,CHENNPETRO,LOSER,1176.3,-3.17,1281.9,1209
657,2026-07-27,10:17,ANANTRAJ,GAINER,609.25,3.87,591.65,576
658,2026-07-27,10:17,POLYMED,LOSER,1688.1,1.45,1676,1611.1
659,2026-07-27,10:17,WABAG,LOSER,1966.3,-3.67,2067.2,2011
660,2026-07-27,10:17,ROUTE,LOSER,546.85,-3.82,609.9,562
661,2026-07-27,10:17,VMART,LOSER,699,-3.54,792.3,715
662,2026-07-27,10:17,BIRLACORPN,LOSER,921.35,-3.68,979,939
663,2026-07-27,10:17,HUHTAMAKI,LOSER,309.1,-3.01,320.78,288.06
664,2026-07-27,10:17,ECLERX,LOSER,1792,-3.73,1898.6,1811
665,2026-07-27,10:17,CARTRADE,GAINER,2854.8,7.47,2741.6,2635.6
666,2026-07-27,10:17,BANKINDIA,LOSER,140.2,-1.7,143.2,139.82
667,2026-07-27,10:17,MANYAVAR,LOSER,399.25,-0.76,406.9,396
668,2026-07-27,10:17,DALBHARAT,GAINER,1803.8,-0.39,1872.1,1780.8
669,2026-07-27,10:17,THERMAX,LOSER,4413,-2.24,4573,4465.5
670,2026-07-27,10:17,DBL,GAINER,433.25,3.09,433.75,381.55
671,2026-07-27,10:17,ACUTAAS,GAINER,3446.5,5.74,3457.1,3209
672,2026-07-27,10:17,GRINDWELL,LOSER,1955.1,-2.81,2043.4,1984.8
673,2026-07-27,10:17,MTARTECH,LOSER,5569.5,-4.06,5887,5700
674,2026-07-27,10:17,INOXINDIA,LOSER,1981,-1.15,2015,1968.1
675,2026-07-27,10:20,DALBHARAT,GAINER,1808.5,-0.13,1872.1,1780.8
676,2026-07-27,10:20,CONCOR,GAINER,500.8,4.87,484.2,474.4
677,2026-07-27,10:20,ROSSARI,GAINER,513.3,4.8,497.75,487
678,2026-07-27,10:20,TBOTEK,GAINER,1513.9,5.94,1444.3,1400.1
679,2026-07-27,10:20,CAPLIPOINT,GAINER,2609.5,5.77,2515.1,2451.4
680,2026-07-27,10:20,ACUTAAS,GAINER,3437.9,5.47,3457.1,3209
681,2026-07-27,10:20,RKFORGE,GAINER,618.45,6.5,588.9,569.6
682,2026-07-27,10:20,ZENTEC,GAINER,1678.1,-5.12,1792,1746
683,2026-07-27,10:20,MRPL,LOSER,165.29,-2.63,177.48,168.61
684,2026-07-27,10:20,ACI,GAINER,578.45,4.25,558,545.6
685,2026-07-27,10:20,POLYMED,LOSER,1685.7,1.3,1676,1611.1
686,2026-07-27,10:20,DBL,GAINER,435,3.51,433.75,381.55
687,2026-07-27,10:20,KFINTECH,GAINER,913,6.44,872.2,855.6
688,2026-07-27,10:20,ROUTE,LOSER,544.65,-4.2,609.9,562
689,2026-07-27,10:20,WABAG,LOSER,1964.9,-3.74,2067.2,2011
690,2026-07-27,10:20,CHENNPETRO,LOSER,1176.1,-3.19,1281.9,1209
691,2026-07-27,10:20,ECLERX,LOSER,1784.5,-4.14,1898.6,1811
692,2026-07-27,10:20,BIRLACORPN,LOSER,920.65,-3.76,979,939
693,2026-07-27,10:20,VMART,LOSER,698.7,-3.58,792.3,715
694,2026-07-27,10:20,MTARTECH,LOSER,5545,-4.48,5887,5700
695,2026-07-27,10:20,HUHTAMAKI,LOSER,309.3,-2.94,320.78,288.06
696,2026-07-27,10:20,PVRINOX,GAINER,1119.8,5.25,1070,1008.2
697,2026-07-27,10:20,GALLANTT,GAINER,547.25,5,549.9,513.1
698,2026-07-27,10:20,THERMAX,LOSER,4409,-2.33,4573,4465.5
699,2026-07-27,10:20,BANKINDIA,LOSER,140.43,-1.54,143.2,139.82
700,2026-07-27,10:20,INOXINDIA,LOSER,1980.1,-1.19,2015,1968.1
701,2026-07-27,10:20,MANYAVAR,LOSER,399.15,-0.78,406.9,396
702,2026-07-27,10:20,HFCL,LOSER,194.34,-1.28,204.78,196.66
703,2026-07-27,10:20,CARTRADE,GAINER,2873.9,8.19,2741.6,2635.6
704,2026-07-27,10:23,PPLPHARMA,GAINER,189.12,4.33,182.32,178.24
705,2026-07-27,10:23,ACUTAAS,GAINER,3443.6,5.65,3457.1,3209
706,2026-07-27,10:23,CONCOR,GAINER,501.25,4.96,484.2,474.4
707,2026-07-27,10:23,TBOTEK,GAINER,1506.8,5.44,1444.3,1400.1
708,2026-07-27,10:23,KFINTECH,GAINER,912.4,6.37,872.2,855.6
709,2026-07-27,10:23,ROSSARI,GAINER,513.05,4.75,497.75,487
710,2026-07-27,10:23,CAPLIPOINT,GAINER,2614.9,5.99,2515.1,2451.4
711,2026-07-27,10:23,CARTRADE,GAINER,2904,9.32,2741.6,2635.6
712,2026-07-27,10:23,DALBHARAT,GAINER,1804.7,-0.34,1872.1,1780.8
713,2026-07-27,10:23,RKFORGE,GAINER,619.3,6.65,588.9,569.6
714,2026-07-27,10:23,PVRINOX,GAINER,1117.05,4.99,1070,1008.2
715,2026-07-27,10:23,ACI,GAINER,578.65,4.29,558,545.6
716,2026-07-27,10:23,MRPL,LOSER,164.85,-2.89,177.48,168.61
717,2026-07-27,10:23,POLYMED,LOSER,1687.4,1.41,1676,1611.1
718,2026-07-27,10:23,CHENNPETRO,LOSER,1174,-3.36,1281.9,1209
719,2026-07-27,10:23,ROUTE,LOSER,544.2,-4.28,609.9,562
720,2026-07-27,10:23,ECLERX,LOSER,1783.1,-4.21,1898.6,1811
721,2026-07-27,10:23,WABAG,LOSER,1963,-3.83,2067.2,2011
722,2026-07-27,10:23,MANYAVAR,LOSER,398.15,-1.03,406.9,396
723,2026-07-27,10:23,HUHTAMAKI,LOSER,308.99,-3.04,320.78,288.06
724,2026-07-27,10:23,BIRLACORPN,LOSER,921.85,-3.63,979,939
725,2026-07-27,10:23,MTARTECH,LOSER,5546,-4.46,5887,5700
726,2026-07-27,10:23,BANKINDIA,LOSER,140.15,-1.73,143.2,139.82
727,2026-07-27,10:23,THERMAX,LOSER,4407.5,-2.36,4573,4465.5
728,2026-07-27,10:23,VMART,LOSER,700.35,-3.35,792.3,715
729,2026-07-27,10:23,PWL,LOSER,125.69,-1.84,132.6,124.81
730,2026-07-27,10:23,INOXINDIA,LOSER,1981,-1.15,2015,1968.1
731,2026-07-27,10:23,GALLANTT,GAINER,547.25,5,549.9,513.1
732,2026-07-27,10:23,DBL,GAINER,435.2,3.56,433.75,381.55
733,2026-07-27,10:26,PPLPHARMA,GAINER,189.79,4.7,182.32,178.24
734,2026-07-27,10:26,PVRINOX,GAINER,1118.4,5.12,1070,1008.2
735,2026-07-27,10:26,TBOTEK,GAINER,1507.8,5.51,1444.3,1400.1
736,2026-07-27,10:26,DALBHARAT,GAINER,1807.6,-0.18,1872.1,1780.8
737,2026-07-27,10:26,CAPLIPOINT,GAINER,2613.3,5.93,2515.1,2451.4
738,2026-07-27,10:26,CARTRADE,GAINER,2898.5,9.11,2741.6,2635.6
739,2026-07-27,10:26,KFINTECH,GAINER,911.5,6.27,872.2,855.6
740,2026-07-27,10:26,DBL,GAINER,435.15,3.55,433.75,381.55
741,2026-07-27,10:26,ROSSARI,GAINER,512.25,4.58,497.75,487
742,2026-07-27,10:26,ACUTAAS,GAINER,3443.3,5.64,3457.1,3209
743,2026-07-27,10:26,ACI,GAINER,578.45,4.25,558,545.6
744,2026-07-27,10:26,ZENTEC,GAINER,1672.4,-5.44,1792,1746
745,2026-07-27,10:26,MRPL,LOSER,164.81,-2.91,177.48,168.61
746,2026-07-27,10:26,POLYMED,LOSER,1668.9,0.29,1676,1611.1
747,2026-07-27,10:26,CHENNPETRO,LOSER,1173,-3.44,1281.9,1209
748,2026-07-27,10:26,ROUTE,LOSER,543,-4.49,609.9,562
749,2026-07-27,10:26,CONCOR,GAINER,501.8,5.08,484.2,474.4
750,2026-07-27,10:26,ECLERX,LOSER,1783,-4.22,1898.6,1811
751,2026-07-27,10:26,WABAG,LOSER,1963.5,-3.81,2067.2,2011
752,2026-07-27,10:26,BIRLACORPN,LOSER,919.75,-3.85,979,939
753,2026-07-27,10:26,MANYAVAR,LOSER,398.5,-0.94,406.9,396
754,2026-07-27,10:26,BANKINDIA,LOSER,139.75,-2.01,143.2,139.82
755,2026-07-27,10:26,VMART,LOSER,699.65,-3.45,792.3,715
756,2026-07-27,10:26,HUHTAMAKI,LOSER,309.36,-2.92,320.78,288.06
757,2026-07-27,10:26,THERMAX,LOSER,4405.5,-2.4,4573,4465.5
758,2026-07-27,10:26,MTARTECH,LOSER,5549,-4.41,5887,5700
759,2026-07-27,10:26,PWL,LOSER,125.74,-1.8,132.6,124.81
760,2026-07-27,10:26,HFCL,LOSER,194.01,-1.44,204.78,196.66
761,2026-07-27,10:26,GALLANTT,GAINER,547.25,5,549.9,513.1
762,2026-07-27,10:29,CONCOR,GAINER,502.05,5.13,484.2,474.4
763,2026-07-27,10:29,CAPLIPOINT,GAINER,2616,6.04,2515.1,2451.4
764,2026-07-27,10:29,GALLANTT,GAINER,547.25,5,549.9,513.1
765,2026-07-27,10:29,CARTRADE,GAINER,2879,8.38,2741.6,2635.6
766,2026-07-27,10:29,PPLPHARMA,GAINER,189.49,4.53,182.32,178.24
767,2026-07-27,10:29,SAPPHIRE,GAINER,188.23,5.09,185.36,171.9
768,2026-07-27,10:29,DALBHARAT,GAINER,1808.7,-0.12,1872.1,1780.8
769,2026-07-27,10:29,LODHA,GAINER,1199.65,4.86,1166.3,1124
770,2026-07-27,10:29,ACI,GAINER,578.35,4.24,558,545.6
771,2026-07-27,10:29,ROUTE,LOSER,542.3,-4.62,609.9,562
772,2026-07-27,10:29,POLYMED,LOSER,1677,0.78,1676,1611.1
773,2026-07-27,10:29,KFINTECH,GAINER,912.8,6.42,872.2,855.6
774,2026-07-27,10:29,MRPL,LOSER,165.13,-2.72,177.48,168.61
775,2026-07-27,10:29,TBOTEK,GAINER,1509,5.6,1444.3,1400.1
776,2026-07-27,10:29,CHENNPETRO,LOSER,1174.6,-3.31,1281.9,1209
777,2026-07-27,10:29,ECLERX,LOSER,1783.2,-4.21,1898.6,1811
778,2026-07-27,10:29,WABAG,LOSER,1957.8,-4.09,2067.2,2011
779,2026-07-27,10:29,BIRLACORPN,LOSER,919.2,-3.91,979,939
780,2026-07-27,10:29,BANKINDIA,LOSER,139.66,-2.08,143.2,139.82
781,2026-07-27,10:29,DBL,GAINER,436.5,3.87,433.75,381.55
782,2026-07-27,10:29,VMART,LOSER,698.5,-3.61,792.3,715
783,2026-07-27,10:29,HUHTAMAKI,LOSER,308.75,-3.12,320.78,288.06
784,2026-07-27,10:29,MTARTECH,LOSER,5545,-4.48,5887,5700
785,2026-07-27,10:29,MANYAVAR,LOSER,398.8,-0.87,406.9,396
786,2026-07-27,10:29,THERMAX,LOSER,4405.5,-2.4,4573,4465.5
787,2026-07-27,10:29,PWL,LOSER,125.69,-1.84,132.6,124.81
788,2026-07-27,10:29,ACUTAAS,GAINER,3437.9,5.47,3457.1,3209
789,2026-07-27,10:29,HFCL,LOSER,193.67,-1.62,204.78,196.66
790,2026-07-27,10:29,PVRINOX,GAINER,1122.5,5.5,1070,1008.2
791,2026-07-27,10:32,CONCOR,GAINER,503.25,5.38,484.2,474.4
792,2026-07-27,10:32,PPLPHARMA,GAINER,189.22,4.39,182.32,178.24
793,2026-07-27,10:32,ACUTAAS,GAINER,3436.4,5.43,3457.1,3209
794,2026-07-27,10:32,DBL,GAINER,437.85,4.19,433.75,381.55
795,2026-07-27,10:32,GALLANTT,GAINER,547.25,5,549.9,513.1
796,2026-07-27,10:32,TBOTEK,GAINER,1513.6,5.92,1444.3,1400.1
797,2026-07-27,10:32,DALBHARAT,GAINER,1809.3,-0.08,1872.1,1780.8
798,2026-07-27,10:32,KFINTECH,GAINER,911.3,6.24,872.2,855.6
799,2026-07-27,10:32,CAPLIPOINT,GAINER,2614,5.95,2515.1,2451.4
800,2026-07-27,10:32,CARTRADE,GAINER,2872.6,8.14,2741.6,2635.6
801,2026-07-27,10:32,PVRINOX,GAINER,1118.8,5.16,1070,1008.2
802,2026-07-27,10:32,ZENTEC,GAINER,1681.1,-4.95,1792,1746
803,2026-07-27,10:32,LODHA,GAINER,1202.2,5.08,1166.3,1124
804,2026-07-27,10:32,GABRIEL,GAINER,1424,4.44,1386.9,1335.1
805,2026-07-27,10:32,ROUTE,LOSER,542.25,-4.63,609.9,562
806,2026-07-27,10:32,MRPL,LOSER,164.95,-2.83,177.48,168.61
807,2026-07-27,10:32,POLYMED,LOSER,1671.1,0.43,1676,1611.1
808,2026-07-27,10:32,CHENNPETRO,LOSER,1172.8,-3.46,1281.9,1209
809,2026-07-27,10:32,ECLERX,LOSER,1780.1,-4.37,1898.6,1811
810,2026-07-27,10:32,BIRLACORPN,LOSER,919.4,-3.89,979,939
811,2026-07-27,10:32,WABAG,LOSER,1959.6,-4,2067.2,2011
812,2026-07-27,10:32,BANKINDIA,LOSER,139.75,-2.01,143.2,139.82
813,2026-07-27,10:32,THERMAX,LOSER,4402.5,-2.47,4573,4465.5
814,2026-07-27,10:32,VMART,LOSER,699.75,-3.44,792.3,715
815,2026-07-27,10:32,MANYAVAR,LOSER,398.75,-0.88,406.9,396
816,2026-07-27,10:32,MTARTECH,LOSER,5549,-4.41,5887,5700
817,2026-07-27,10:32,HFCL,LOSER,194.03,-1.43,204.78,196.66
818,2026-07-27,10:32,PWL,LOSER,125.5,-1.99,132.6,124.81
819,2026-07-27,10:32,HUHTAMAKI,LOSER,309.58,-2.86,320.78,288.06
820,2026-07-27,10:35,PPLPHARMA,GAINER,189.3,4.43,182.32,178.24
821,2026-07-27,10:35,TBOTEK,GAINER,1515.6,6.06,1444.3,1400.1
822,2026-07-27,10:35,CARTRADE,GAINER,2875.7,8.26,2741.6,2635.6
823,2026-07-27,10:35,CONCOR,GAINER,502.55,5.24,484.2,474.4
824,2026-07-27,10:35,ZENTEC,GAINER,1681,-4.96,1792,1746
825,2026-07-27,10:35,KFINTECH,GAINER,908.3,5.89,872.2,855.6
826,2026-07-27,10:35,ACUTAAS,GAINER,3434.1,5.36,3457.1,3209
827,2026-07-27,10:35,SAPPHIRE,GAINER,188,4.96,185.36,171.9
828,2026-07-27,10:35,PVRINOX,GAINER,1120,5.27,1070,1008.2
829,2026-07-27,10:35,DBL,GAINER,438.3,4.3,433.75,381.55
830,2026-07-27,10:35,LODHA,GAINER,1198.85,4.79,1166.3,1124
831,2026-07-27,10:35,POLYMED,LOSER,1673.2,0.55,1676,1611.1
